"PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Longitude","Latitude","Sale_Price"
903233080,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",52,6240,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Good","Average",1939,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","Mn","Rec",6,"LwQ",240,449,989,"GasA","Typical","Y","SBrkr",1245,764,0,2009,0,0,2,0,4,1,"Typical",7,"Min2",1,"Good","Detchd",1939,"Unf",2,400,"Typical","Typical","Paved",0,20,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,1,2008,"WD ","Normal",-93.621485,42.031496,150000
903234100,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",51,6120,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Artery","Norm","OneFam","One_and_Half_Fin","Good","Average",1931,1950,"Gable","CompShg","BrkFace","Wd Shng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,952,952,"GasA","Good","Y","FuseF",1022,752,0,1774,0,0,2,0,2,2,"Typical",8,"Min1",2,"Typical","Detchd",1931,"Unf",2,468,"Fair","Typical","Paved",90,0,205,0,0,0,"No_Pool","No_Fence","None",0,4,2008,"WD ","Abnorml",-93.620391,42.031432,129900
903235010,"Two_Story_1945_and_Older","Residential_Medium_Density",60,6155,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR3","Gtl","Brookside","RRNn","Feedr","OneFam","Two_Story","Above_Average","Very_Good",1920,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Fair","Fair","Mn","Unf",7,"Unf",0,611,611,"GasA","Excellent","Y","SBrkr",751,611,0,1362,0,0,2,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1920,"Fin",2,502,"Typical","Fair","Paved",0,0,84,0,0,0,"No_Pool","No_Fence","None",0,6,2008,"WD ","Normal",-93.624591,42.031049,128000
903235100,"One_Story_1945_and_Older","Residential_Medium_Density",60,6324,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Brookside","Feedr","RRNn","OneFam","One_Story","Below_Average","Above_Average",1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,520,520,"GasA","Fair","N","SBrkr",520,0,0,520,0,0,1,0,1,1,"Fair",4,"Typ",0,"No_Fireplace","Detchd",1920,"Unf",1,240,"Fair","Typical","Paved",49,0,87,0,0,0,"No_Pool","No_Fence","None",0,5,2008,"WD ","Normal",-93.624471,42.030388,68500
903400180,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",64,13053,"Pave","Paved","Regular","Bnk","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1923,2000,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,833,833,"GasA","Good","Y","SBrkr",1053,795,0,1848,0,0,1,1,4,1,"Good",8,"Typ",1,"Good","Detchd",1922,"Unf",2,370,"Typical","Typical","Dirt_Gravel",0,0,0,0,220,0,"No_Pool","No_Fence","None",0,6,2008,"WD ","Normal",-93.627,42.029399,207000
903401030,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",60,9144,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Below_Average",1915,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Good","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,810,810,"GasA","Excellent","Y","SBrkr",1170,546,0,1716,0,0,2,0,4,1,"Good",8,"Typ",0,"No_Fireplace","Detchd",1970,"Unf",2,672,"Typical","Typical","Paved",0,195,0,0,0,0,"No_Pool","No_Fence","None",0,3,2008,"WD ","Normal",-93.625539,42.028274,162500
903401050,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",0,9144,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Brookside","Norm","Norm","OneFam","One_and_Half_Fin","Average","Average",1940,1982,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,484,883,"GasA","Good","Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"Typical",8,"Typ",0,"No_Fireplace","Detchd",1940,"Unf",1,240,"Typical","Typical","Dirt_Gravel",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.625434,42.027065,145000
903425420,"One_Story_1945_and_Older","Residential_Low_Density",55,10267,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Brookside","RRAn","Norm","OneFam","One_Story","Above_Average","Good",1918,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"Typical","Good","BrkTil","Typical","Good","Mn","Rec",6,"ALQ",606,0,816,"GasA","Excellent","Y","SBrkr",838,0,0,838,1,0,1,0,2,1,"Fair",5,"Typ",0,"No_Fireplace","Detchd",1961,"Fin",1,275,"Typical","Typical","Dirt_Gravel",0,0,112,0,0,0,"No_Pool","Minimum_Wood_Wire","None",0,5,2008,"WD ","Normal",-93.625623,42.029556,130000
903426160,"Two_Story_1946_and_Newer","Residential_Medium_Density",57,8094,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","TwoFmCon","Two_and_Half_Unf","Above_Average","Very_Good",1910,1983,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","PConc","Typical","Typical","Mn","Rec",6,"Unf",0,1046,1242,"GasA","Good","Y","SBrkr",1242,742,0,1984,0,0,2,0,5,1,"Typical",8,"Typ",0,"No_Fireplace","Detchd",NA,"No_Garage",1,360,"No_Garage","No_Garage","Paved",64,0,180,0,0,0,"No_Pool","Minimum_Privacy","Shed",1000,9,2008,"WD ","Normal",-93.621676,42.02903,160000
903427090,"Two_Story_1945_and_Older","Residential_Medium_Density",0,5100,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","Two_Story","Very_Good","Good",1925,1996,"Hip","CompShg","Stucco","Wd Shng","None",0,"Typical","Good","PConc","Typical","Typical","No","Unf",7,"Unf",0,588,588,"GasA","Fair","Y","SBrkr",833,833,0,1666,0,0,1,0,3,1,"Good",7,"Typ",1,"Good","Detchd",1925,"Unf",1,228,"Typical","Typical","Paved",192,63,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2008,"WD ","Normal",-93.621065,42.029038,161000
903429010,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",63,4347,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Old_Town","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Very_Good",1910,1950,"Gambrel","CompShg","MetalSd","MetalSd","None",0,"Good","Typical","BrkTil","Good","Good","No","Unf",7,"Unf",0,796,796,"GasA","Excellent","Y","SBrkr",825,784,0,1609,0,0,1,0,3,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd",1910,"Unf",1,228,"Fair","Fair","Dirt_Gravel",0,182,0,0,0,0,"No_Pool","No_Fence","None",0,6,2008,"WD ","Normal",-93.6208294,42.0286305,127500
903452025,"One_Story_1945_and_Older","Residential_Medium_Density",0,6291,"Grvl","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","RRNe","Norm","OneFam","One_Story","Above_Average","Above_Average",1930,1950,"Gable","CompShg","Stucco","Wd Shng","None",0,"Good","Good","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,768,768,"GasA","Typical","Y","SBrkr",768,0,0,768,0,0,1,0,1,1,"Typical",4,"Typ",0,"No_Fireplace","Detchd",1930,"Unf",2,440,"Typical","Typical","Dirt_Gravel",0,0,84,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.6259506,42.0255246,93850
903453050,"Two_Story_1945_and_Older","Residential_Medium_Density",60,10266,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","OneFam","Two_Story","Above_Average","Above_Average",1952,1952,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,396,768,"GasA","Typical","Y","FuseA",768,768,0,1536,0,0,1,1,4,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd",1952,"Unf",1,308,"Typical","Typical","Paved",0,216,80,0,0,0,"No_Pool","No_Fence","None",0,5,2008,"COD","Abnorml",-93.628447,42.024111,136000
903454100,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,6876,"Pave","No_Alley_Access","Regular","Bnk","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Above_Average",1938,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,1272,1272,"GasA","Typical","Y","SBrkr",1272,0,697,1969,0,0,2,0,4,1,"Typical",9,"Min1",1,"Good","Detchd",1938,"Unf",2,400,"Typical","Typical","Paved",0,34,0,0,0,0,"No_Pool","No_Fence","None",0,11,2008,"COD","Normal",-93.627729,42.024265,141000
903455030,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",0,10320,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","OneFam","One_and_Half_Fin","Average","Above_Average",1915,1978,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Fair","BrkTil","Typical","Fair","No","Unf",7,"Unf",0,880,880,"GasA","Good","Y","SBrkr",880,428,0,1308,0,0,2,0,2,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1950,"Unf",2,400,"Fair","Fair","Paved",0,0,117,0,0,0,"No_Pool","No_Fence","None",0,4,2008,"WD ","Normal",-93.6261621,42.0249938,120000
903455140,"One_Story_1945_and_Older","Residential_Medium_Density",60,7200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","OneFam","One_Story","Above_Average","Good",1925,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1040,1040,"GasA","Good","Y","SBrkr",1040,0,0,1040,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1993,"Unf",2,320,"Typical","Typical","Paved",0,132,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.6265884,42.0242588,127500
903456130,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",62,7006,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Above_Average",1925,1950,"Gable","CompShg","Stucco","Stucco","None",0,"Typical","Typical","PConc","Typical","Typical","No","Rec",6,"Unf",0,647,768,"GasA","Typical","Y","SBrkr",788,448,0,1236,1,0,2,0,3,1,"Typical",6,"Typ",1,"Good","Detchd",1985,"Unf",1,384,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2008,"WD ","Family",-93.6295,42.022574,127000
903458110,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",0,7920,"Pave","Gravel","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Artery","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Fair","CBlock","Typical","Typical","No","Unf",7,"Unf",0,319,319,"GasA","Typical","Y","FuseA",1035,371,0,1406,0,0,1,0,3,1,"Fair",6,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",0,144,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,3,2008,"WD ","Normal",-93.625289,42.02295,89500
903475020,"One_Story_1946_and_Newer_All_Styles","Residential_Medium_Density",49,8235,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","Inside","Gtl","Old_Town","Feedr","RRNn","OneFam","One_Story","Average","Good",1955,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Good","CBlock","Typical","Typical","No","LwQ",4,"Rec",645,0,825,"GasA","Typical","Y","SBrkr",825,0,0,825,1,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Detchd",1963,"RFn",2,720,"Typical","Typical","Paved",140,50,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2008,"WD ","Normal",-93.623738,42.026478,125000
903476110,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,5586,"Pave","No_Alley_Access","Slightly_Irregular","Bnk","AllPub","Inside","Gtl","Old_Town","Feedr","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1920,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,901,901,"GasA","Good","Y","SBrkr",1088,110,0,1198,0,0,1,0,4,1,"Typical",7,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",0,98,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,9,2008,"ConLD","Abnorml",-93.621921,42.0262558,79900
903481100,"Two_Family_conversion_All_Styles_and_Ages","Residential_Medium_Density",60,10320,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","TwoFmCon","Two_Story","Fair","Fair",1915,1950,"Gable","CompShg","AsphShn","AsphShn","None",0,"Fair","Fair","PConc","Typical","Fair","No","Unf",7,"Unf",0,536,536,"GasA","Excellent","N","FuseF",808,536,0,1344,0,0,2,0,3,2,"Typical",8,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",42,0,204,0,0,0,"No_Pool","No_Fence","None",0,5,2008,"WD ","Normal",-93.6246096,42.0242331,82375
903484020,"One_and_Half_Story_Finished_All_Ages","Residential_Medium_Density",60,10320,"Pave","Gravel","Regular","Lvl","AllPub","Inside","Gtl","Iowa_DOT_and_Rail_Road","Norm","Norm","OneFam","One_and_Half_Fin","Above_Average","Good",1906,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,756,756,"GasA","Excellent","Y","SBrkr",756,713,0,1469,0,0,1,0,3,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd",1906,"Unf",1,216,"Typical","Typical","Paved",57,0,239,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2008,"WD ","Normal",-93.62458,42.023716,135000
904100020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",82,9488,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","OneFam","One_Story","Average","Above_Average",1947,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1046,1046,"GasA","Good","N","SBrkr",1054,0,0,1054,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1947,"Unf",1,240,"Typical","Typical","Paved",0,60,122,0,0,0,"No_Pool","No_Fence","None",0,9,2008,"WD ","Abnorml",-93.658159,42.034391,124000
904100040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",55,8250,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","OneFam","One_Story","Average","Average",1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"LwQ",492,210,952,"GasA","Excellent","Y","SBrkr",1211,0,0,1211,0,0,1,0,3,1,"Typical",5,"Typ",1,"Typical","Attchd",1968,"Unf",1,322,"Typical","Typical","Paved",0,63,0,0,0,0,"No_Pool","No_Fence","None",0,8,2008,"WD ","Normal",-93.656979,42.034409,134000
904351280,"Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",62,10106,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwoFmCon","One_and_Half_Fin","Average","Good",1940,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Good","BrkTil","Typical","Typical","No","ALQ",1,"Rec",181,112,644,"GasA","Good","Y","SBrkr",808,547,0,1355,1,0,2,0,4,2,"Typical",6,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",140,0,0,0,0,0,"No_Pool","No_Fence","None",0,9,2008,"WD ","Normal",-93.658395,42.02393,127500
905102170,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,11200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Average",1965,1965,"Hip","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"Unf",0,134,1040,"GasA","Excellent","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1965,"Unf",1,384,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2008,"WD ","Normal",-93.669806,42.033225,129500
905104080,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,7162,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Good",1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",41,"Typical","Typical","PConc","Typical","Typical","No","Unf",7,"Unf",0,876,876,"GasA","Typical","Y","SBrkr",904,0,0,904,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1966,"Unf",1,408,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,12,2008,"WD ","Abnorml",-93.676873,42.031571,109900
905104110,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",68,10265,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Good",1967,2005,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Fair","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,234,992,"GasA","Excellent","Y","SBrkr",992,0,0,992,1,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1967,"RFn",1,294,"Typical","Typical","Paved",204,0,0,0,0,0,"No_Pool","Minimum_Privacy","Shed",600,7,2008,"WD ","Normal",-93.677717,42.031248,145000
905107280,"Split_Foyer","Residential_Low_Density",0,7703,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","OneFam","SFoyer","Above_Average","Very_Good",1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",40,"Typical","Typical","CBlock","Good","Typical","Gd","ALQ",1,"Unf",0,0,450,"GasA","Excellent","Y","SBrkr",1034,0,0,1034,0,1,1,0,3,1,"Typical",6,"Typ",1,"Poor","Basment",1978,"Fin",2,504,"Typical","Typical","Paved",311,0,0,0,0,0,"No_Pool","Good_Wood","None",0,5,2008,"WD ","Normal",-93.672718,42.031348,153000
905107380,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9981,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Average",1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",340,"Typical","Typical","CBlock","Typical","Typical","Mn","BLQ",2,"Unf",0,852,1073,"GasA","Good","Y","SBrkr",1073,0,0,1073,0,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1967,"RFn",1,270,"Typical","Typical","Paved",0,90,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,3,2008,"WD ","Normal",-93.674179,42.03156,120000
905200090,"Duplex_All_Styles_and_Ages","Residential_Low_Density",60,12900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","Duplex","SFoyer","Below_Average","Below_Average",1969,1969,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Good","Typical","Av","GLQ",3,"Unf",0,0,1198,"GasA","Typical","Y","SBrkr",1258,0,0,1258,2,0,0,2,0,2,"Typical",6,"Typ",0,"No_Fireplace","CarPort",1969,"Unf",2,400,"Fair","Typical","Paved",120,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2008,"WD ","Alloca",-93.666954,42.034428,108959
905200100,"Two_Family_conversion_All_Styles_and_Ages","Residential_Low_Density",60,12900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","TwoFmCon","One_Story","Average","Below_Average",1920,1950,"Gable","CompShg","BrkFace","Stucco","None",0,"Typical","Typical","PConc","Typical","Fair","No","BLQ",2,"Unf",0,0,1300,"GasA","Fair","Y","SBrkr",1140,0,0,1140,1,0,1,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","CarPort",1920,"Unf",2,400,"Typical","Typical","Paved",0,0,190,0,0,0,"No_Pool","No_Fence","None",0,1,2008,"WD ","Alloca",-93.666912,42.034428,95541
905200160,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Fair",1959,1959,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,718,1006,"GasA","Typical","Y","SBrkr",1006,0,0,1006,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",0,24,0,0,0,0,"No_Pool","No_Fence","None",0,7,2008,"WD ","Normal",-93.665521,42.033454,80000
905200510,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,8544,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Above_Average",1966,2006,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1228,1228,"GasA","Good","Y","SBrkr",1228,0,0,1228,0,0,1,1,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1966,"Unf",1,271,"Typical","Typical","Paved",0,65,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2008,"WD ","Normal",-93.669465,42.033834,149350
905201020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",94,9239,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","OneFam","One_Story","Average","Very_Good",1963,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Good","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,326,960,"GasA","Excellent","Y","SBrkr",960,0,0,960,1,0,1,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1963,"Fin",1,300,"Typical","Typical","Paved",168,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2008,"WD ","Normal",-93.663727,42.034414,144900
905201110,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",88,14175,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","PosA","Norm","OneFam","One_Story","Above_Average","Very_Good",1956,1956,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Good","Gd","GLQ",3,"Unf",0,212,988,"GasA","Typical","Y","FuseA",1188,0,0,1188,1,0,1,0,1,1,"Typical",4,"Typ",1,"Typical","Attchd",1956,"Unf",2,621,"Typical","Typical","Paved",102,89,231,0,0,0,"No_Pool","No_Fence","None",0,6,2008,"WD ","Normal",-93.665355,42.032495,185000
905201120,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,13284,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","PosN","Norm","OneFam","One_Story","Average","Average",1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Typical","Typical","PConc","Good","Typical","Mn","BLQ",2,"Unf",0,319,1383,"GasA","Typical","Y","SBrkr",1383,0,0,1383,1,0,1,0,3,1,"Typical",6,"Typ",1,"Good","Attchd",1954,"Unf",1,354,"Typical","Typical","Paved",511,116,0,0,0,0,"No_Pool","Good_Privacy","None",0,6,2008,"WD ","Normal",-93.665356,42.032566,165000
905202230,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,13500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Clear_Creek","Norm","Norm","OneFam","One_Story","Above_Average","Good",1960,1975,"Flat","CompShg","BrkFace","Plywood","None",0,"Typical","Typical","CBlock","Good","Typical","Gd","BLQ",2,"ALQ",1080,93,1602,"GasA","Good","Y","SBrkr",1252,0,0,1252,1,0,1,0,1,1,"Typical",4,"Typ",1,"Good","Attchd",1960,"RFn",2,564,"Typical","Typical","Paved",409,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2008,"WD ","Normal",-93.666979,42.032155,235000
